Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOG,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOG,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOG,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOG,META,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,123.63253784179688,85.81999969482422,89.27714538574219,124.15485382080078,235.24005126953125,14.303279876708984,108.0999984741211,129.39552641230082,86.95999908447266,91.11843044134119,125.77721249819784,241.29828098195574,14.983723050318702,118.80000305175781,122.74288026621998,84.20999908447266,88.60035064579858,121.70639436944211,233.09953380406293,14.084459309432459,104.63999938964844,128.7826570593429,85.45999908447266,89.4065374171645,122.24386218953632,238.67664937100366,14.838841304566728,118.47000122070312,112117500,76706000,20738500,35528500,25740000,401277000,231402800
2023-01-04,124.90769958496094,85.13999938964844,88.29180908203125,126.77252197265625,224.94989013671875,14.736924171447754,113.63999938964844,127.18126787275598,86.9800033569336,90.8098811314599,128.44464155347868,228.65158630367102,14.840839115176488,114.58999633789062,123.64241229292817,83.36000061035156,87.38610288413852,125.25964789811866,221.86677141601638,14.229340664811954,107.5199966430664,125.4316068972832,86.55000305175781,90.58096963247291,126.7824695961951,228.07227767052504,14.555073972815984,109.11000061035156,89113600,68885100,27046500,32397100,50623400,431324000,180389000
2023-01-05,123.58309936523438,83.12000274658203,86.36095428466797,126.34454345703125,218.2828826904297,14.253320693969727,110.33999633789062,126.30149268134268,85.41999816894531,87.79416841193891,127.91713370570422,223.42796620859252,14.552075670491968,111.75,123.32609306355886,83.06999969482422,86.15194515667909,123.95580002508343,217.7428428679085,14.136415909839469,107.16000366210938,125.66884902202133,85.33000183105469,87.65482899327966,125.53833789766517,223.0843004172486,14.479135485903637,110.51000213623047,80962700,67930800,23136100,25447100,39585600,389168000,157986300
2023-01-06,128.13023376464844,86.08000183105469,87.74440002441406,129.4100799560547,220.8554229736328,14.846835136413574,113.05999755859375,128.79253144434853,86.4000015258789,88.05293619340168,129.7186233149653,221.67038945847463,14.997711535520914,114.38999938964844,123.45460129199294,81.43000030517578,85.16660584644079,125.44874680945031,215.37651693738323,14.0225107548316,101.80999755859375,124.5617315121944,83.02999877929688,86.94816834476,128.36500247245965,218.96039179670976,14.462150107377472,103.0,87754700,83303400,26612600,27584500,43613600,405044000,220911100
2023-01-09,128.65415954589844,87.36000061035156,88.38138580322266,128.86265563964844,223.0057373046875,15.615204811096191,119.7699966430664,131.87670150653418,89.4800033569336,90.40181484744842,132.3263266587046,227.05111407181693,16.042853882336043,123.5199966430664,128.39715319682298,87.08000183105469,88.1624217030434,128.6735445023442,222.30860727948638,15.128603078053724,117.11000061035156,128.97048897560737,87.45999908447266,88.7745203696875,130.54473025603667,222.34787609092098,15.271486598821125,118.95999908447266,70790800,65266100,22996700,26649100,27369800,504231000,190284000
2023-01-10,129.22747802734375,89.87000274658203,88.81930541992188,132.36614990234375,224.70437622070312,15.895975112915039,118.8499984741211,129.75138537718297,90.19000244140625,89.05319819764858,132.814035916678,227.11980480134105,15.94893121673774,122.76000213623047,126.64747490986099,87.29000091552734,86.29127849832223,126.55354137061703,223.2119069054887,15.459332626456098,114.91999816894531,128.76287866678214,87.56999969482422,86.31118846725929,126.67297359118345,223.63411024135922,15.494303818205713,121.06999969482422,63896200,67756600,22855600,28684400,27033900,384101000,167642500
2023-01-11,131.95574951171875,95.08999633789062,91.82508087158203,132.2666473388672,231.4990234375,15.987897872924805,123.22000122070312,131.97550878336855,95.26000213623047,92.01418003236891,133.22215091362233,231.67575554045706,16.014876192289563,125.94999694824219,128.96057576470602,90.93000030517578,89.31695610724726,129.72860568103752,226.92343588418757,15.550256780646997,120.51000213623047,129.7414893304502,90.93000030517578,89.63544729709926,130.34570775133912,227.1001679871446,15.827030400645958,122.08999633789062,69458900,103126200,25998800,25423000,28669300,353285000,183810800
2023-01-12,131.87669372558594,95.2699966430664,91.47673034667969,136.06869506835938,234.18939208984375,16.497482299804688,123.55999755859375,132.71691544226815,97.19000244140625,92.1833824216319,137.0341307906216,235.5542116762938,16.62337859607864,124.12999725341797,129.9293341536629,93.5,90.14304329744982,131.1419035497772,229.32906420902535,15.479316490900496,117.0,132.3412931209229,96.93000030517578,91.96441830956216,132.8140305056329,230.99826575626707,16.086819482461305,122.55999755859375,71379600,85254800,22754200,30757700,27269500,551409000,169400900
2023-01-13,133.21115112304688,98.12000274658203,92.36253356933594,136.3374481201172,234.89634704589844,16.885162353515625,122.4000015258789,133.36931580754018,98.37000274658203,92.54168533315664,136.74552853153057,235.03381034817815,16.90814423644885,122.62999725341797,130.14678954891528,94.12000274658203,90.50134622261136,134.2074870684056,230.66442504459786,16.15176413943949,115.5999984741211,130.51253218381837,94.18000030517578,91.0965267592125,134.33688212256422,232.70674766587976,16.264670572186482,116.55000305175781,57809700,85549400,18630700,22423800,21333300,447287000,180714100
2023-01-17,134.37759399414062,96.05000305175781,91.72555541992188,134.72503662109375,235.99607849121094,17.68750762939453,131.49000549316406,135.7120688975574,98.88999938964844,92.5317345974227,136.1085156239696,236.54593172373328,17.713487319827372,131.6999969482422,132.5883994032112,95.7300033569336,90.41177069595153,133.62024294345827,232.79512362957803,16.885165521758307,125.0199966430664,133.28035102906594,98.68000030517578,92.34262783986411,135.54118216295166,233.65918727061418,16.885165521758307,125.69999694824219,63646600,72755000,22935800,21147600,29831300,511102000,186477000
2023-01-18,133.65597534179688,95.45999908447266,91.34732818603516,132.39602661132812,231.53829956054688,17.362773895263672,128.77999877929688,137.01689153014115,99.31999969482422,93.14680354992937,136.6061800387928,237.98929120508885,17.858366193598112,136.67999267578125,133.47803632197883,95.37999725341797,90.96912232114694,132.1770573846314,231.25355950265987,17.26785045404388,127.01000213623047,135.24747146776636,97.25,92.50186334215907,135.1729324412187,237.19396675189898,17.652535475198235,136.55999755859375,69672800,79570400,19641600,20215500,30028700,439624000,195680300
2023-01-19,133.71531677246094,93.68000030517578,93.46730041503906,135.51133728027344,227.7285919189453,16.751272201538086,127.16999816894531,134.68404919653628,95.44000244140625,93.95498836892797,136.80524223737595,231.25357062675482,17.182919592747304,129.99000549316406,132.23255659782018,92.86000061035156,90.94922076610231,131.52015298010343,226.50123560933417,16.717301550134714,124.30999755859375,132.53899128723262,94.73999786376953,90.95917575103884,131.86851726412772,229.5450852501205,17.022050215153467,127.26000213623047,58280400,69002700,28707700,28625200,28623000,452932000,170291900
2023-01-20,136.28541564941406,97.25,98.8119888305664,138.71621704101562,235.86842346191406,17.82439613342285,133.4199981689453,136.43370070636414,97.3499984741211,98.95132825740284,139.28355048775077,236.3790078733517,17.84138241393569,133.50999450683594,132.67737218152695,93.19999694824219,95.4578800073093,133.97855144399023,230.2618533398891,16.811226343623662,127.3499984741211,133.72518688361293,93.86000061035156,95.49768476346605,135.25254580936195,230.60551909385947,16.997072985244962,128.67999267578125,80223600,67481500,53704800,28688600,35389800,564967000,138858100
2023-01-23,139.48818969726562,97.5199966430664,100.73287963867188,142.5979461669922,238.1856689453125,19.177288055419922,143.75,141.67279627654958,97.77999877929688,100.92198637945205,143.085637930656,240.72874754062073,19.229245530307768,145.3800048828125,136.3150763566329,95.86000061035156,98.2844773668706,138.0095703781944,235.30873805800567,17.80341372696204,134.27000427246094,136.5325490508029,97.55999755859375,98.66268325500256,138.63660481536394,236.7324833169044,18.04921071798228,135.8699951171875,81760300,76501100,31791800,27470100,31934000,655163000,203119200
