datadate,P/E Ratio,P/S Ratio,Net Profit Margin,Operating Profit Margin,Gross Profit Margin,Debt-to-Equity Ratio,Interest Coverage,Current Ratio,Net Debt/EBITDA,ROIC
2015-03-31,-154.7100793223549,25.379149189258204,-0.16404328212112185,-0.02695450483040388,0.35875324509511847,2.300174213707798,-0.7264437689969604,1.3325316174515287,-39.45290913397015,-0.056560797143291076
2015-06-30,-185.07664055757297,35.703634709144524,-0.19291270147103173,-0.08251411553798212,0.3191273916831418,2.792635913366316,-2.149923605805959,1.102430057524195,-18.608789451642785,-0.06784832634018555
2015-09-30,-141.46041643101395,34.7098529124488,-0.24536795372277,-0.07824173853450457,0.3649295625802608,1.507157765985931,-1.7830106062080378,1.1742615136596037,-16.12562759222877,-0.06973741296400236
2015-12-31,-98.45071661095454,25.97483016024638,-0.2638358668621024,-0.09602430870073617,0.2983308354880681,1.8737189423882221,-2.4437831380849593,0.9912274160823842,-12.468956350227254,-0.10238553499978749
2016-03-31,-108.96262283582567,26.81365789400269,-0.2460812450743125,-0.08000013948849569,0.3565046972750922,2.560200543094609,-1.8454298642533935,1.0162637689443075,-18.022808508783402,-0.08170535509078372
2016-06-30,-107.16886161780154,24.740317806769514,-0.23085360274704983,-0.043155327842068256,0.3606313931230842,1.039562051094039,-0.9740527475652235,1.3816109477368863,0.4378557874762817,-0.057037182294560465
2016-09-30,1397.2389957948624,13.299824206547406,0.009518646592726531,0.15927743909336609,0.399054835549043,0.9115578954279968,6.299605940151085,1.2670058470650771,-1.1029476438789463,0.004269787826010928
2016-12-31,-284.5296166049927,15.111398772930947,-0.053110108371986556,0.03586662353789299,0.33362849405440087,1.2737162551539467,1.0066090118421698,1.0742733187975642,45.85320104464133,-0.011227868157842893
2017-03-31,-138.3288609258289,16.944460755043078,-0.12249403805998657,0.06900384605399311,0.38740482221735956,1.453045370037887,1.5169919932162483,1.125283426833566,22.33317388056091,-0.02699421933664463
2017-06-30,-179.36940409694498,21.630434305518765,-0.12059154912410824,0.05314643149431971,0.37847801640188744,1.4132086713181524,1.0306866609659275,0.9714480806494608,32.900967926882736,-0.027302192270342807
2017-09-30,-92.52957605719305,19.20162118153568,-0.20751874157152786,-0.045182808848534595,0.284709055424795,2.0495629823325157,-0.8733687803172095,1.0927188998506712,-47.550631785015135,-0.043108152830378436
2017-12-31,-77.81882868142445,15.982653974805437,-0.20538286486211965,-0.039089193062934104,0.2762540184760947,2.238778903824705,-0.733383543588778,0.8561306219029613,-53.89094799081961,-0.04921124291269932
2018-03-31,-63.66782303174824,13.252821194625243,-0.20815571451244166,-0.053022646711361435,0.2560348350466197,1.9819461904264393,-1.0736281230323264,0.7379948046086873,-44.445925384943095,-0.053463326906893024
2018-06-30,-81.4986533136178,14.611466004835801,-0.17928475392849635,-0.01148534404935647,0.272578219498075,2.450271744904095,-0.2563949532022177,0.7329101505880634,-202.13918680792744,-0.05323694964332811
2018-09-30,145.8310554193043,6.656793347647629,0.0456472959652354,0.13858569227858866,0.296947151352065,2.1572274275545054,5.0516290994551865,0.8102535527211169,9.206289927952582,0.021883151099015157
2018-12-31,411.82279130790135,7.949527814839813,0.019303273113158784,0.12675118978703337,0.2684294340628461,1.920290142087238,5.001490801264724,0.8312845221482175,8.958896720996453,0.009701614308891698
2019-03-31,-69.22692148945715,10.702858047537095,-0.15460543120015924,-0.0023743444845098407,0.22753015327216072,2.352442984577892,-0.06537013573563379,0.8306813952481933,-966.2761754613745,-0.04547507065739257
2019-06-30,-98.0219826906405,6.303582778081905,-0.06430784814847246,0.08322613626270063,0.23617236533013658,2.1537883746577005,2.950982527264503,1.0618618252825467,17.481352384953233,-0.022653582718358916
2019-09-30,302.20186939338817,6.878877208124566,0.022762523679726348,0.12570864655093084,0.2732191417864271,2.0501655629139073,4.127375395899317,1.0782574413561994,11.441026650713598,0.007787493893502686
2019-12-31,721.1212380952381,10.25429712892741,0.014219934994582881,0.1187703141928494,0.2601570964247021,1.9079782411604715,4.872222222222222,1.1346207931002157,9.330672748004561,0.005455962587685113
2020-03-31,6058.75,16.19715956558062,0.0026733500417710945,0.14369256474519632,0.30258980785296574,1.2755914095715688,4.804469273743017,1.2425329551143,8.054651162790698,0.0007665037846124365
2020-06-30,1931.198653846154,33.27446322067595,0.017229953611663355,0.18273691186216037,0.3384691848906561,1.1687468290208016,6.127777777777778,1.2498777506112468,6.037171350861287,0.00486595236981238
2020-09-30,1228.7053776435046,46.368883821685095,0.03773800022802417,0.1539163151294037,0.3017899897389123,0.7322063501964943,7.670454545454546,1.6346414073071718,0.33925925925925926,0.011919766646260219
2020-12-31,2509.0488888888885,63.053164556962024,0.02513030528667163,0.11103871928518243,0.2498138495904691,0.48989876265466814,7.647435897435898,1.8751403705783267,-5.259849119865884,0.008153897260894513
2021-03-31,1468.5310273972602,61.91323419000866,0.042159976898642794,0.1072287996919819,0.2729810376359611,0.451101359864448,9.771929824561404,1.660617059891107,-4.429982046678636,0.013113772455089821
2021-06-30,585.6609457092819,55.93115905669845,0.0955009198862686,0.16859006522829906,0.2981267770530189,0.3740525721657797,20.571428571428573,1.5083379146050944,-2.689484126984127,0.033507423273282086
2021-09-30,481.2001977750309,56.595327469651814,0.11761285163916552,0.20469579123355383,0.3213636694046667,0.29819243706797766,35.2,1.3850756190792755,-2.2357954545454546,0.046070615034168566
2021-12-31,470.33767341663076,61.609218353180204,0.1309893334838309,0.19532705005925843,0.32140639990970143,0.22909006591804962,61.80357142857143,1.3752854605430094,-2.6521236636810173,0.06255221668238782
2022-03-31,336.4658227848101,59.521944977607156,0.17690339091490723,0.2390168479419919,0.3380251652804436,0.1457239254804166,73.49180327868852,1.3539967373572595,-2.5172875306714255,0.08496363822595514
2022-06-30,310.32767596281536,41.39779260659029,0.13340025983229006,0.2083382543994331,0.3044762017243416,0.12975588299978008,80.18181818181819,1.4308235186288438,-3.5555555555555554,0.05496885341639089
2022-09-30,254.45306804374243,39.0444439265405,0.15344457909946863,0.21646313041856996,0.2954227649855505,0.10014805149180699,87.62264150943396,1.4623542318475478,-3.362403100775194,0.07508781533689156
2022-12-31,105.70694873881206,16.026873920552678,0.15161608684924746,0.20248375688790196,0.278230117608356,0.08413117394416607,149.21212121212122,1.53195552061103,-3.397847278635256,0.07607551841535129
2023-03-31,261.6158933545563,28.181265377855887,0.10772000514381243,0.15902953405632475,0.2382013802563333,0.07618512506763225,127.93103448275862,1.567174515235457,-4.666846361185984,0.04859325147442715
2023-06-30,307.38364039955604,33.33164761102419,0.10843663497412444,0.14253620572070447,0.2281461868656477,0.07437903383532173,126.89285714285714,1.5901348216874456,-4.9670700816211655,0.04920539566380864
2023-09-30,429.27651376146787,34.06635460385439,0.0793576017130621,0.12843683083511778,0.23182012847965738,0.10487038491751767,78.92105263157895,1.6901651651651652,-6.116372124041347,0.03136796844582127
2023-12-31,99.82452068617559,31.446290777605594,0.3150156951563555,0.13096515277943338,0.2252950292049112,0.10422454258070696,54.032786885245905,1.7258939752330598,-6.087378640776699,0.11462942078019722
2024-03-31,403.3052589928057,26.317746115205857,0.06525515234026572,0.1134688512276419,0.23200788695366414,0.1047873497157414,31.80263157894737,1.7157844701728178,-7.163839470417874,0.019543332770935267
2024-06-30,451.4490857142857,24.785439999999998,0.054901960784313725,0.13745098039215686,0.2296470588235294,0.14297105374014563,40.75581395348837,1.9105268852104296,-5.300713266761769,0.018428084400626554
2024-09-30,386.12398067188224,33.31933166547534,0.08629179572710666,0.16360892701135732,0.25196568977841316,0.13863665613247345,44.78260869565217,1.8438368708506394,-5.181553398058252,0.02729008112927938
